@relation outdoorStream

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric

@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}

@data
0,0,0,0,0,0.018421,0,0,0.020395,0.27895,0.34145,0,0,0.22763,0.10592,0,0,0.0032895,0.0013158,0.0006579,0.0019737,23
0,0,0,0,0,0.017666,0,0,0.010707,0.26124,0.28587,0.0005353,0,0.32762,0.0894,0.0005353,0,0.003212,0.001606,0.0010707,0.0005353,23
0,0,0,0,0.0014333,0.0215,0,0,0.015767,0.2408,0.29814,0.0009556,0,0.32394,0.089345,0.0019111,0,0.0043,0.0004778,0.0014333,0,23
0,0,0,0,0.0009042,0.025768,0,0,0.01085,0.23372,0.30651,0,0,0.32685,0.089512,0.0009042,0,0.0027125,0.0004521,0.0004521,0.0013562,23
0,0,0,0.0004228,0.0059197,0.027484,0,0,0.010571,0.2575,0.30317,0,0,0.31501,0.075264,0.0004228,0,0.0021142,0.0004228,0.0012685,0.0004228,23
0,0,0,0,0.0063205,0.026185,0,0,0.0099323,0.25192,0.36704,0.0009029,0.0009029,0.21038,0.11467,0.0009029,0.0004515,0.0058691,0.0009029,0.0018059,0.0018059,23
0,0,0,0.000352,0.010208,0.036255,0,0,0.010208,0.2221,0.31186,0.000352,0,0.32101,0.078845,0.000704,0,0.0035199,0.000704,0.0021119,0.0017599,23
0.0006268,0,0,0.0006268,0.015669,0.031338,0.0003134,0.0006268,0.011909,0.23535,0.31934,0.0003134,0.0012535,0.30868,0.067064,0.0009401,0,0.0021937,0,0.0015669,0.0021937,23
0,0,0,0.0014294,0.014294,0.040023,0,0,0.0071469,0.21984,0.3239,0.0002859,0.0005718,0.30303,0.083476,0.0008576,0.0002859,0.0017153,0,0.0008576,0.002287,23
0,0,0,0,0.013923,0.043013,0,0.0002486,0.004724,0.2173,0.32272,0,0.0064644,0.30482,0.065142,0.0009945,0.0024863,0.0099453,0,0.0034809,0.0042268,23
0,0,0,0,0,0.0010862,0,0.0076032,0.018465,0.026068,0.017741,0.031499,0.44605,0.37545,0.060463,0.0007241,0.0028965,0.0057929,0.0010862,0.0025344,0.0025344,34
0,0,0,0,0,0.0013788,0,0.0034471,0.014823,0.036194,0.01172,0.028955,0.47018,0.36539,0.057566,0.0020683,0.0031024,0.0020683,0.0003447,0.0003447,0.002413,34
0,0,0,0,0.0003203,0.0016015,0,0.004164,0.022422,0.027226,0.016336,0.035234,0.45548,0.3706,0.059577,0.0009609,0.0025625,0.0009609,0.0006406,0.0012812,0.0006406,34
0,0,0,0,0,0.0024228,0,0.0066626,0.01484,0.029982,0.016959,0.026651,0.45366,0.37704,0.060267,0.0018171,0.0036342,0.0030285,0.0006057,0.0006057,0.0018171,34
0,0,0,0,0.0005742,0.0011484,0,0.0037324,0.019236,0.031295,0.017226,0.031869,0.44588,0.36635,0.06259,0.0020098,0.0045937,0.0057422,0.0014355,0.0028711,0.0031582,34
0,0,0,0.0002648,0,0.0018533,0,0.0042362,0.019857,0.028329,0.021446,0.01668,0.47604,0.35901,0.055864,0.001059,0.0037066,0.0045009,0.0005295,0.0026476,0.0031771,34
0,0.0002401,0,0,0.0002401,0.0012005,0,0.0064826,0.015846,0.028331,0.016807,0.017287,0.47683,0.3623,0.058343,0.0019208,0.0036014,0.0043217,0.0009604,0.0016807,0.0036014,34
0,0.0002181,0.0002181,0,0,0.0015267,0,0.0026172,0.020283,0.026827,0.016358,0.022683,0.46172,0.37252,0.062595,0.0013086,0.0026172,0.0045802,0.0002181,0.0006543,0.0030534,34
0,0,0,0,0,0.0024515,0,0.0046987,0.015935,0.026966,0.020838,0.019408,0.49152,0.34934,0.057405,0.0034729,0.0026558,0.0034729,0.0008172,0.0002043,0.0008172,34
0.0001871,0,0,0,0.0003742,0.0026193,0,0.0065482,0.01927,0.028251,0.017961,0.028064,0.48082,0.34743,0.058934,0.0009355,0.0013096,0.0043031,0.0003742,0.0014967,0.0011225,34
0,0,0,0,0,0,0,0.0063926,0.035159,0.0001102,0.0003307,0,0.045409,0.88648,0.025901,0,0,0.0001102,0,0,0.0001102,4
0,0,0,0,0,0,0,0.0062475,0.030345,0,0.0002975,0,0.024098,0.92126,0.017652,0,0,9.92e-05,0,0,0,4
0,0,0,0,0,8.81e-05,0,0.0059928,0.030405,0.0004406,0.0003525,0,0.031286,0.91073,0.020182,8.81e-05,0,0.0003525,0,8.81e-05,0,4
0,0,0,0,0,0,0,0.0051876,0.056983,0.0002432,0.0004053,0,0.015968,0.89941,0.021156,0,0,0.0006485,0,0,0,4
0,0,0,0,0,7.83e-05,0,0,0.078995,0.0002349,0.0004697,0,0.002975,0.89525,0.021921,7.83e-05,0,0,0,0,0,4
0,0,0,0,0,0.0001518,0,0,0.075148,0.0002277,0.0005313,0,0.0007591,0.90223,0.02095,0,0,0,0,0,0,4
0,0,0,0,0,0.0001449,0,0,0.094017,0.000507,0.0008692,0,0,0.88498,0.019195,0.0002173,0,0,0,7.24e-05,0,4
0,0,0,0,0,0.0002593,0,0,0.093608,0.001102,0.0010372,6.48e-05,0,0.88247,0.021328,0.0001297,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0.089393,0.0003626,0.0004835,0,0,0.89072,0.018918,0.0001209,0,0,0,0,0,4
0,0,0,0,0,0.0002718,0,0,0.10492,0.0014134,0.0008698,0,0,0.8698,0.022452,0.0001087,0,5.44e-05,0.0001087,0,0,4
0,0,0,0,0,0.0031603,0,0,0.040181,0.22257,0.086682,0,0,0.51241,0.13138,0,0,0.0022573,0.0004515,0.0009029,0,18
0,0,0,0,0,0.0026212,0,0,0.04893,0.22455,0.084753,0,0,0.50852,0.128,0.0004369,0,0.0021844,0,0,0,18
0,0,0,0,0,0.0043649,0,0,0.04103,0.23309,0.083806,0,0,0.51331,0.12178,0,0,0.0013095,0,0.0013095,0,18
0,0,0,0,0,0.0050125,0,0,0.037594,0.2147,0.086048,0.0004177,0,0.51713,0.13534,0.0004177,0,0.0020886,0.0012531,0,0,18
0,0,0,0,0,0.0028135,0,0,0.038585,0.22749,0.08119,0,0,0.51326,0.13223,0.0012058,0,0.0020096,0.0008039,0.0004019,0,18
0,0,0,0,0,0.0031092,0,0,0.047027,0.22658,0.076953,0,0,0.50719,0.13486,0.0007773,0,0.0015546,0.0007773,0.0003887,0.0007773,18
0,0,0,0,0,0.002952,0,0,0.040959,0.2262,0.073432,0,0,0.52288,0.12768,0.000738,0,0.00369,0.000369,0.001107,0,18
0,0,0,0,0,0.0014089,0,0,0.05354,0.23142,0.077492,0,0,0.50299,0.12857,0.0007045,0,0.0024657,0.0007045,0.0007045,0,18
0,0,0,0,0,0.0022588,0,0,0.051307,0.22911,0.075831,0,0,0.51726,0.12133,0.0012907,0,0.0009681,0.0006454,0,0,18
0.0003025,0,0,0,0.0030248,0.0084694,0,0,0.066848,0.23231,0.074108,0,0.0003025,0.4997,0.10315,0.0009074,0.0012099,0.0033273,0.0003025,0.0015124,0.0045372,18
0,0,0,0.0004662,0.0004662,0.020513,0,0.0004662,0.010256,0.034965,0.13333,0.0004662,0,0.51702,0.23217,0.0009324,0,0.035897,0.004662,0.0037296,0.004662,14
0,0,0,0.0004904,0.0004904,0.02207,0,0,0.014713,0.025503,0.14615,0.0014713,0.0029426,0.564,0.1898,0.0034331,0.0004904,0.019127,0.0049044,0.0009809,0.0034331,14
0,0,0,0,0.0003948,0.015397,0,0.0011844,0.015002,0.033162,0.13383,0.0003948,0.0031583,0.52981,0.22345,0.0027635,0.0011844,0.027635,0.0051323,0.0023687,0.0051323,14
0,0,0,0,0.0020894,0.019223,0,0.0008358,0.0091935,0.03552,0.15044,0.0008358,0.0012537,0.55244,0.21061,0.0008358,0.0004179,0.014208,0.0008358,0.0004179,0.0004179,14
0,0,0,0,0.0007391,0.014782,0,0.0011086,0.014412,0.033999,0.14191,0.0003695,0.0007391,0.56652,0.18884,0.0014782,0,0.028455,0.0059128,0.0007391,0,14
0,0,0,0.0003609,0.0003609,0.016961,0,0,0.0086611,0.034645,0.16131,0.0007218,0.0036088,0.48719,0.25009,0.0043306,0.0003609,0.02057,0.0014435,0.0036088,0.0057741,14
0,0,0,0,0,0.010625,0,0.000625,0.00875,0.030937,0.15156,0,0,0.58625,0.19062,0.00125,0,0.015,0.0015625,0.0015625,0.00125,14
0,0,0,0,0,0.011208,0,0,0.0071606,0.039228,0.17746,0.0012453,0.0012453,0.50529,0.22789,0.001868,0.0006227,0.017435,0.0015567,0.0040473,0.0034247,14
0,0,0,0,0,0.010336,0,0,0.0055371,0.057955,0.19675,0.0007383,0.0055371,0.56589,0.14618,0.0014766,0.0003691,0.0059062,0.0003691,0.0018457,0.0011074,14
0,0,0,0,0,0.0069302,0,0,0.0082136,0.056468,0.15708,0.0002567,0.0053901,0.51745,0.21689,0.0023101,0.0002567,0.020277,0.0043634,0.0023101,0.0017967,14
0,0,0,0,0,0.0004496,0,0,0,0.0013489,0.0013489,0.043166,0.58139,0.21493,0.015288,0.039568,0.048112,0.0098921,0.0053957,0.016637,0.022482,27
0,0,0,0,0,0.0007908,0,0,0.0019771,0.0007908,0.0027679,0.044682,0.55674,0.21787,0.016212,0.035587,0.051008,0.020166,0.010281,0.016607,0.02412,27
0,0,0,0,0,0.0003646,0,0,0,0.0010937,0.002552,0.04557,0.55742,0.22639,0.015676,0.039738,0.044841,0.019322,0.0080204,0.013124,0.025884,27
0,0,0,0,0,0.0003301,0,0,0.0003301,0.0016507,0.0019809,0.053813,0.53681,0.23671,0.017167,0.036646,0.045229,0.016507,0.0085837,0.015847,0.027732,27
0,0,0,0,0,0.0002933,0,0,0,0.0014663,0.0017595,0.051026,0.50938,0.26012,0.015249,0.040469,0.051026,0.016422,0.01085,0.016422,0.024927,27
0,0,0,0,0,0.0008104,0,0,0.0010805,0.0013506,0.0027012,0.06429,0.51189,0.2496,0.017558,0.037007,0.04376,0.018368,0.0062129,0.018368,0.026742,27
0,0,0,0,0,0.0007308,0,0,0,0.0019488,0.0029233,0.058465,0.49428,0.26894,0.016322,0.034836,0.047016,0.021194,0.0082826,0.014616,0.030207,27
0,0,0,0,0,0.000906,0,0,0.0006795,0.0011325,0.0029445,0.067044,0.4872,0.26886,0.02265,0.037146,0.043035,0.016535,0.0074745,0.019252,0.024915,27
0,0,0,0,0,0.0004143,0,0,0.0010356,0.0031069,0.0018641,0.070215,0.46272,0.29515,0.017399,0.039561,0.037075,0.024026,0.0062138,0.017191,0.023819,27
0,0,0,0,0,0.0007698,0,0,0.0003849,0.0009623,0.0025019,0.06428,0.47883,0.27945,0.022325,0.038299,0.040608,0.01963,0.0061586,0.017514,0.028291,27
0,0,0,0,0,0,0,0.0003691,0.014396,0.010705,0.0047988,0,0.22112,0.6471,0.08601,0,0.0007383,0.0084902,0.0003691,0.0040605,0.0018457,10
0,0,0,0,0,0.0003554,0,0.0021322,0.015636,0.020611,0.0031983,0,0.22459,0.63788,0.090618,0,0,0.0035537,0.0007107,0,0.0007107,10
0,0,0,0,0,0,0,0.0003039,0.006381,0.0097235,0.0027347,0,0.23367,0.6296,0.091765,0.0003039,0.0012154,0.013066,0.0006077,0.0057733,0.0048617,10
0,0,0,0,0,0.0002671,0,0.0010684,0.0077457,0.027244,0.0018697,0,0.2297,0.61859,0.080395,0,0.0002671,0.022703,0.0010684,0.0058761,0.0032051,10
0,0,0,0,0,0.0002684,0,0.0008052,0.024423,0.012346,0.0013419,0,0.25657,0.60816,0.087493,0.0005368,0,0.0061728,0,0.0005368,0.0013419,10
0,0,0,0,0,0.0002396,0,0.002636,0.0088665,0.011263,0.0004793,0,0.23724,0.63408,0.086509,0,0,0.013659,0.0002396,0.0021567,0.002636,10
0,0,0,0,0,0,0,0.003156,0.025924,0.012399,0.0002254,0,0.2615,0.60528,0.077773,0,0,0.010144,0.0006763,0.0004509,0.0024797,10
0,0,0,0,0,0,0,0.0041048,0.015833,0.013878,0.0003909,0,0.2717,0.61493,0.065481,0,0.0007819,0.0086005,0.0001955,0.0017592,0.0023456,10
0,0,0,0,0,0.000192,0,0.0049923,0.026882,0.013057,0.000192,0,0.29896,0.5601,0.080645,0.000192,0.000576,0.0086406,0.000384,0.0015361,0.0034562,10
0,0,0,0,0,0,0,0.0020704,0.018116,0.015528,0.0005176,0,0.3009,0.56936,0.076087,0.0001725,0.0015528,0.0084541,0.0003451,0.002588,0.0039683,10
0.0002205,0,0,0,0.0070547,0.041226,0.0006614,0.0022046,0.041226,0.17659,0.23435,0.0006614,0.020062,0.31151,0.1444,0.0033069,0.002425,0.0063933,0.0015432,0.0013228,0.0048501,9
0.0001968,0.0003935,0,0,0.0094451,0.041322,0,0.002558,0.046635,0.16726,0.21625,0.001771,0.01161,0.33156,0.14797,0.001771,0.0021645,0.0098386,0.0013774,0.0019677,0.0059032,9
0.0003625,0.0001812,0,0.0005437,0.0076115,0.039145,0,0.0019935,0.043856,0.16147,0.21783,0.0009061,0.015404,0.34034,0.15223,0.0018123,0.0025372,0.0074302,0.0019935,0.0014498,0.0027184,9
0.0001658,0.0003317,0,0.0001658,0.0074627,0.039801,0,0.0023217,0.036484,0.14163,0.2141,0.0006633,0.015257,0.3597,0.15688,0.0014925,0.0033167,0.0089552,0.0013267,0.0024876,0.0074627,9
0.0006268,0,0,0.0004701,0.0079912,0.038389,0,0.0010968,0.039486,0.15011,0.21702,0.0009401,0.013475,0.36274,0.14557,0.0015669,0.0026637,0.0079912,0.0010968,0.0026637,0.0059542,9
0.0002779,0,0.0002779,0.0002779,0.0091705,0.03557,0.0002779,0.0034737,0.038905,0.13617,0.20383,0.00264,0.017924,0.37988,0.14714,0.0016674,0.0006947,0.0132,0.0011116,0.0027789,0.0047242,9
0.0004098,0.0001366,0.0004098,0.0004098,0.005054,0.031553,0.0001366,0.0035514,0.038519,0.14329,0.21568,0.0016391,0.016118,0.37358,0.14711,0.0019123,0.0017757,0.010518,0.0016391,0.0023221,0.0042344,9
0.000385,0.0002566,0,0.0002566,0.0071859,0.033877,0.000385,0.003208,0.035416,0.1432,0.20814,0.0024381,0.029642,0.36777,0.1468,0.0024381,0.0015398,0.0092391,0.0014115,0.0024381,0.0039779,9
0.0007394,0.0001232,0.0001232,0.0001232,0.0060382,0.025015,0.0001232,0.0044362,0.032163,0.14726,0.20468,0.0009858,0.021195,0.37474,0.16205,0.0017252,0.0029575,0.0066543,0.0014787,0.0019717,0.0052988,9
0.0001142,0,0.0001142,0.0002285,0.0036559,0.022278,0.0005712,0.0020564,0.034274,0.14578,0.20804,0.0011425,0.019079,0.38844,0.14738,0.0025134,0.0026277,0.0085685,0.0017137,0.0036559,0.0071975,9
0,0,0,0,0,0.0008094,0,0.021044,0.021854,0.017807,0.019425,0.0024282,0.09227,0.77742,0.034804,0.0004047,0.0012141,0.0040469,0.0008094,0.0004047,0.005261,10
0,0,0,0,0,0.0003461,0.0003461,0.014538,0.027691,0.017307,0.021461,0.0038075,0.076843,0.76912,0.02873,0.0013846,0.0013846,0.019384,0.0006923,0.0062305,0.010038,10
0.0002923,0,0,0,0,0.0011692,0.0005846,0.021923,0.026308,0.021339,0.016954,0.0038001,0.11137,0.69161,0.021631,0.0005846,0.0096463,0.035954,0.0017539,0.014323,0.020754,10
0.0008413,0,0,0,0,0.0002804,0.0002804,0.021593,0.035334,0.020471,0.015143,0.0047672,0.11525,0.68985,0.020191,0.0016826,0.0042064,0.031969,0.0011217,0.011217,0.024958,10
0.000284,0,0,0,0,0.000284,0.000852,0.010224,0.034365,0.020733,0.021869,0.0053962,0.11701,0.72053,0.021017,0.0019881,0.0045442,0.017609,0.000568,0.0071003,0.015621,10
0,0,0,0,0,0.0006325,0.0006325,0.021084,0.034999,0.017921,0.023614,0.0067468,0.09825,0.74847,0.02024,0.0006325,0.0029517,0.016234,0.0004217,0.0033734,0.0037951,10
0.0012244,0.0001749,0,0,0,0.0012244,0.0017492,0.027812,0.028337,0.015742,0.02169,0.0064719,0.11982,0.68305,0.02064,0.0006997,0.0057723,0.028861,0.0022739,0.0090957,0.024838,10
0.0011921,0,0,0,0,0.0006812,0.0028951,0.020777,0.02248,0.017371,0.02282,0.0081744,0.12142,0.68426,0.023331,0.0008515,0.006812,0.028781,0.0018733,0.0086853,0.027078,10
0.0023004,0,0,0,0,0.0006572,0.0027933,0.026454,0.035656,0.017581,0.025961,0.012159,0.10746,0.66595,0.023168,0.002629,0.0065725,0.028919,0.002136,0.01183,0.026783,10
0.0008613,0,0,0,0,0.0005168,0,0.0205,0.049268,0.019638,0.035142,0.0029285,0.065461,0.73833,0.018777,0.0005168,0.0024117,0.022222,0.0012059,0.0060293,0.015848,10
0,0,0,0,0,0.020148,0,0,0.0063627,0.13574,0.40297,0.0014139,0.0003535,0.2188,0.20502,0.0014139,0,0.0063627,0.000707,0,0.000707,26
0,0,0,0.0003147,0.000944,0.018565,0,0,0.0066079,0.12649,0.38483,0.000944,0,0.23096,0.21869,0.000944,0,0.0066079,0.001888,0.0006293,0.0015733,26
0,0,0,0,0.0008824,0.015882,0,0,0.0052941,0.12029,0.39824,0.0005882,0,0.21618,0.23088,0.0017647,0,0.0079412,0.0011765,0.0002941,0.0005882,26
0,0,0,0.0002856,0.0017138,0.018281,0,0,0.008569,0.12454,0.40588,0,0.0002856,0.21394,0.21422,0.003142,0,0.0059983,0.0008569,0.0011425,0.0005713,26
0,0,0,0,0.0015584,0.021818,0,0,0.011169,0.12,0.38753,0.0007792,0.0005195,0.22442,0.20987,0.0036364,0,0.013766,0.0025974,0.0007792,0.0015584,26
0,0,0,0,0.0005333,0.0216,0,0,0.0085333,0.1248,0.416,0,0,0.2088,0.21093,0.0026667,0,0.0037333,0.0024,0,0,26
0,0,0,0.0002371,0,0.02276,0,0,0.0078236,0.11119,0.41821,0.0007112,0.0002371,0.20578,0.21456,0.0021337,0,0.010431,0.0040303,0.0009483,0.0007112,26
0,0,0,0.0010284,0.0010284,0.026738,0,0,0.0090498,0.11436,0.38297,0.0012341,0,0.22234,0.22295,0.0026738,0,0.011312,0.0026738,0.000617,0.0008227,26
0,0,0.0008302,0.0016604,0.0008302,0.024699,0,0.0002076,0.0072644,0.11353,0.41532,0.0006227,0,0.19946,0.22437,0.0022831,0.0002076,0.0066418,0.0010378,0.0002076,0.0006227,26
0,0,0,0.0001944,0.0003889,0.028971,0,0,0.012639,0.11628,0.39218,0.0003889,0.0001944,0.19677,0.22866,0.00175,0,0.013222,0.0040832,0.0019444,0.0023333,26
0,0,0,0,0.0048563,0.024282,0,0.0012141,0.071631,0.1461,0.10279,0.0004047,0.01983,0.47632,0.12788,0.0040469,0.0004047,0.014164,0.0012141,0.0020235,0.0028329,15
0,0,0,0,0.0031217,0.021159,0,0.0031217,0.074228,0.14325,0.11793,0.0006937,0.02983,0.45716,0.12799,0.0013874,0.0006937,0.012834,0.002428,0.0013874,0.002428,15
0,0,0,0,0.0050267,0.01885,0,0.0043984,0.092051,0.14577,0.12975,0,0.024191,0.44518,0.10682,0.0015708,0.0006283,0.017279,0.0028275,0.0021992,0.0034559,15
0,0,0,0,0.0037787,0.02807,0,0.0035088,0.074224,0.13495,0.1309,0.0005398,0.035088,0.45614,0.097436,0.0018893,0.0016194,0.021053,0.0035088,0.0045884,0.0026991,15
0,0,0,0.0002336,0.0070093,0.032477,0,0.0095794,0.072664,0.13551,0.13014,0.0007009,0.027103,0.44836,0.095327,0.0023364,0.0037383,0.025701,0.0042056,0.0023364,0.0025701,15
0,0,0.0002033,0.0004065,0.0067073,0.032317,0,0.0052846,0.076016,0.12724,0.12012,0.0012195,0.038415,0.44939,0.10244,0.0026423,0.0020325,0.023577,0.0052846,0.0038618,0.0028455,15
0,0,0.0001805,0,0.0061372,0.033393,0,0.0079422,0.076354,0.12184,0.13177,0.0009025,0.028339,0.45108,0.10451,0.0012635,0.0012635,0.025451,0.0036101,0.0023466,0.0032491,15
0,0,0,0.0003137,0.0095671,0.03325,0,0.0076851,0.071832,0.12155,0.12312,0.0004705,0.034661,0.45499,0.096455,0.0025094,0.0026662,0.027447,0.0037641,0.0036073,0.0061167,15
0,0,0,0.0006537,0.01193,0.04053,0.0001634,0.0075176,0.081876,0.13123,0.15149,0.0009806,0.042327,0.41102,0.084491,0.0019611,0.0019611,0.020755,0.0034319,0.0026148,0.0049028,15
0,0,0,0.0002812,0.010825,0.034303,0,0.00478,0.073527,0.12105,0.14199,0.0009841,0.034303,0.44637,0.080978,0.0018276,0.0029523,0.032335,0.00239,0.0046394,0.0056235,15
0,0,0,0,0,0.0057208,0,0,0.0040046,0.0057208,0.012586,0,0.098398,0.63158,0.22883,0.0028604,0.0022883,0.0040046,0.0005721,0.0011442,0.0022883,17
0,0,0,0,0,0.0054863,0,0,0.0024938,0.017955,0.01995,0,0.097756,0.62045,0.21546,0.0004988,0.0044888,0.00798,0.0004988,0.005985,0.0009975,17
0,0,0,0,0,0.0085856,0,0,0.003615,0.0067781,0.018527,0,0.10574,0.61636,0.2282,0.0013556,0.0031631,0.0040669,0.0004519,0.0018075,0.0013556,17
0,0,0,0,0,0.0064673,0,0,0.002021,0.0080841,0.017381,0.0004042,0.13298,0.56265,0.24859,0.0012126,0.0068715,0.0060631,0.0004042,0.004042,0.0028294,17
0,0,0,0,0,0.0033835,0,0,0.0033835,0.013158,0.016165,0.0003759,0.13835,0.57368,0.22895,0.0015038,0.0082707,0.0071429,0.0003759,0.0022556,0.0030075,17
0,0,0,0,0,0.0049867,0,0,0.0003324,0.015957,0.018285,0.0006649,0.1506,0.55718,0.23005,0.0003324,0.0066489,0.0079787,0.0009973,0.0026596,0.002992,17
0,0,0,0,0,0.0046055,0,0.0009211,0.0018422,0.014431,0.019343,0.0036844,0.15444,0.54866,0.23181,0.0015352,0.0042984,0.0061406,0.0006141,0.0036844,0.0039914,17
0,0,0,0,0.0002709,0.0046046,0,0,0.0035211,0.019231,0.018418,0.0016251,0.16116,0.5474,0.22102,0.0008126,0.0078548,0.0051463,0.0013543,0.0043337,0.0032503,17
0,0,0,0,0,0.0056594,0,0,0.0007382,0.022884,0.023622,0.003937,0.17274,0.53617,0.21309,0.0009843,0.0073819,0.0049213,0.0002461,0.0051673,0.0022146,17
0,0,0,0.000441,0,0.0074972,0,0.000441,0.0035281,0.014774,0.026461,0.0019846,0.17795,0.54487,0.20265,0.0022051,0.0037486,0.0063947,0.000882,0.0035281,0.0022051,17
0,0,0,0,0,0.000495,0,0,0,0,0.0014851,0.027723,0.61436,0.23614,0.021287,0.016337,0.04604,0.013366,0.0019802,0.011881,0.0089109,27
0,0,0,0,0,0,0,0,0,0.0025484,0.0015291,0.025994,0.67635,0.15494,0.01631,0.022936,0.055556,0.014781,0.0030581,0.011213,0.014271,27
0,0,0,0,0,0.0008547,0,0,0.0008547,0.0012821,0.0004274,0.029915,0.60641,0.22479,0.020085,0.027778,0.049145,0.010256,0.0029915,0.010684,0.01453,27
0,0,0,0,0,0,0,0,0,0,0.0007911,0.033623,0.60878,0.21558,0.015427,0.033228,0.048259,0.012658,0.0075158,0.010285,0.013449,27
0,0,0,0,0,0,0,0,0,0,0.0007616,0.054075,0.6211,0.15461,0.018279,0.030465,0.065118,0.014471,0.0060929,0.022087,0.012947,27
0,0,0,0,0,0,0,0,0,0.0009566,0.0009566,0.032525,0.58737,0.22513,0.015625,0.02838,0.063775,0.010204,0.0035077,0.013393,0.017857,27
0,0,0,0,0,0,0,0,0,0,0.0011201,0.027163,0.55279,0.25231,0.019322,0.034164,0.058247,0.015962,0.0044805,0.015682,0.018202,27
0,0,0,0,0,0,0,0,0,0.0058703,0.0025523,0.044921,0.54211,0.25115,0.011996,0.032414,0.055641,0.016845,0.0030628,0.01608,0.017101,27
0,0,0,0,0,0,0,0,0,0.0021439,0.0009528,0.037161,0.55264,0.24583,0.016198,0.033349,0.05193,0.017866,0.005717,0.017389,0.018818,27
0,0,0,0,0,0,0,0,0,0.0004115,0.0010288,0.04609,0.54095,0.25432,0.02037,0.021605,0.053704,0.020165,0.0055556,0.017284,0.018107,27
0,0,0,0,0,0,0,0,0.0051073,0,0,0,0,0.90092,0.037794,0,0,0.033708,0,0.012257,0.010214,30
0,0,0,0,0,0,0,0,0.0031217,0,0,0,0,0.93861,0.055151,0,0,0.0010406,0.0010406,0.0010406,0,30
0,0,0,0,0,0,0,0,0,0,0,0,0.0040161,0.92871,0.060241,0,0,0.003012,0,0,0.0040161,30
0,0,0,0,0,0,0,0,0,0,0.0017699,0,0.0017699,0.91504,0.076991,0,0,0.0035398,0,0,0.000885,30
0,0,0,0,0,0,0,0.0041017,0.0008203,0,0,0,0.0032814,0.91879,0.07219,0,0,0,0,0.0008203,0,30
0,0,0,0,0,0,0,0.0006868,0.0089286,0,0.0006868,0,0,0.90591,0.07967,0,0,0.0034341,0.0006868,0,0,30
0,0,0,0,0,0.0006435,0,0.0019305,0.0032175,0,0.0006435,0,0.0070785,0.91055,0.073359,0,0,0.0019305,0,0,0.0006435,30
0,0,0,0,0,0,0,0.0037982,0.0065111,0.0010852,0.0021704,0,0.0010852,0.89202,0.087358,0.0005426,0,0.0043407,0.0010852,0,0,30
0,0,0,0,0,0,0,0.0004509,0.0009017,0.0013526,0.0018034,0,0.018485,0.84536,0.086114,0,0.006312,0.017583,0.0004509,0.011271,0.0090171,30
0,0,0,0,0,0,0,0.0006359,0.0066773,0.0038156,0.0015898,0,0.011765,0.81781,0.082035,0.000318,0.0047695,0.056598,0.0025437,0.0047695,0.0063593,30
0,0,0,0,0,0,0,0,0,0,0.0006094,0,0.26082,0.54906,0.007922,0.0012188,0.036563,0.067642,0.0042657,0.038391,0.033516,22
0,0,0,0,0,0,0,0,0,0,0,0,0.29438,0.51268,0.0055127,0.0038589,0.041896,0.056229,0.0060639,0.038038,0.040794,22
0,0,0,0,0,0,0,0.0010065,0,0,0,0,0.29542,0.50327,0.0040262,0.0050327,0.049321,0.063916,0.0065425,0.040262,0.031203,22
0,0,0,0,0,0.0004531,0,0,0,0,0.0013593,0,0.31536,0.50159,0.0095152,0.0022655,0.048029,0.060716,0.0067966,0.027186,0.025374,22
0.00041,0,0.00082,0,0,0.00287,0,0.00164,0.00041,0.00041,0,0.00041,0.32718,0.48545,0.0057401,0.0041,0.045511,0.059861,0.0073801,0.02296,0.03444,22
0,0,0,0,0,0,0,0,0,0,0,0,0.35119,0.47778,0.0051587,0.0035714,0.049603,0.048809,0.006746,0.024603,0.032143,22
0,0,0,0,0,0,0,0.0003831,0,0,0.0007663,0,0.3567,0.46935,0.0095785,0.0022989,0.048659,0.045211,0.0095785,0.02567,0.031418,22
0.000338,0,0,0,0,0.0006759,0,0.0013518,0.0010139,0,0.0006759,0,0.36803,0.45218,0.0054072,0.0060831,0.049341,0.050693,0.010476,0.022981,0.029402,22
0.0003057,0,0,0,0,0.0009172,0,0,0.0006114,0,0.0009172,0.0003057,0.39346,0.42586,0.0073372,0.0018343,0.054418,0.050443,0.0070315,0.027515,0.028432,22
0.0008233,0,0,0,0,0,0,0.0005488,0.0005488,0,0,0,0.41685,0.40917,0.0016465,0.0024698,0.060922,0.04281,0.007135,0.025247,0.031284,22
0,0,0,0,0,0,0,0.0075881,0.043902,0,0,0,0.085637,0.85583,0.000542,0,0.002168,0.002168,0,0.002168,0,29
